web-scraper-order,web-scraper-start-url,title,air_date,rating,score,description,image-src
"1708596369-763","https://www.imdb.com/search/title/?title_type=tv_series","713. The Flight Attendant","2020–2022","TV-MA","7.1 (62K)","A reckless flight attendant with an alcoholism problem wakes up in the wrong hotel, in the wrong bed, with a dead man - and no idea what happened. Unable to piece the night together, she begins to wonder if she could be the killer.","https://m.media-amazon.com/images/M/MV5BOWYzN2Q0NTYtODEzMi00YWMxLWE3MDMtZGUwNGM4NjMxMzQ4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-764","https://www.imdb.com/search/title/?title_type=tv_series","714. Boston Legal","2004–2008","TV-14","8.5 (50K)","Boston Legal is a spin-off of the long-running David E. Kelley series The Practice (1997), following the exploits of former Practice character Alan Shore (James Spader) at the legal firm of Crane, Poole, and Schmidt.","https://m.media-amazon.com/images/M/MV5BN2VjYmM0OTktYmVhMS00OGM1LTlhODQtZmNhNzE3MWQwZTIxXkEyXkFqcGdeQXVyNDUzNzgxODE@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-765","https://www.imdb.com/search/title/?title_type=tv_series","715. Three's Company","1976–1984","TV-PG","7.5 (17K)","The misadventures of two women and one man living in one apartment and their neighbors.","https://m.media-amazon.com/images/M/MV5BOTgyMjM3NjEzNl5BMl5BanBnXkFtZTcwMzIyNjAwMQ@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-766","https://www.imdb.com/search/title/?title_type=tv_series","716. Shadowhunters","2016–2019","TV-14","6.5 (70K)","After her mother disappears, Clary must venture into the dark world of demon hunting, and embrace her new role among the Shadowhunters.","https://m.media-amazon.com/images/M/MV5BNTU1N2ViZDctYzQwOS00ZDYyLThkMDItNmEwYTIyZTI4NGFhXkEyXkFqcGdeQXVyNTM1NDMwNDM@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-767","https://www.imdb.com/search/title/?title_type=tv_series","717. Mayfair Witches","2023–","TV-MA","6.2 (12K)","Follows a neurosurgeon who discovers she is the unlikely heir to a family of witches. She must contend with a sinister presence that has haunted her family for generations.","https://m.media-amazon.com/images/M/MV5BNzIyZjYzYjgtYzQwNC00MGY4LWJhMTAtMDIzMTZiMGE0YjkxXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-768","https://www.imdb.com/search/title/?title_type=tv_series","718. Extraordinary","2023–","TV-MA","7.7 (14K)","Jen is a self-aware young woman who lives in a world where everybody except her has a superpower.","https://m.media-amazon.com/images/M/MV5BMmEwYmZkOTMtNTYwNi00MmM2LWIxNmYtZjI4NjM5MGQzNDMxXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX140_CR0,21,140,207_.jpg"
"1708596369-769","https://www.imdb.com/search/title/?title_type=tv_series","719. Survivor","2000–","TV-PG","7.5 (27K)","A reality show where a group of contestants are stranded in a remote location with little more than the clothes on their back. The lone survivor of this contest takes home a million dollars.","https://m.media-amazon.com/images/M/MV5BMzRjYjcyZTItNTA1Mi00YTVkLWE2Y2MtMmRlMzllODkyYzQ2XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-770","https://www.imdb.com/search/title/?title_type=tv_series","720. 12 Monkeys","2015–2018","TV-14","7.7 (48K)","Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will nearly destroy the human race.","https://m.media-amazon.com/images/M/MV5BMTkwOTcxNzMzOV5BMl5BanBnXkFtZTgwODYxNjg0ODE@._V1_QL75_UX140_CR0,3,140,207_.jpg"
"1708596369-771","https://www.imdb.com/search/title/?title_type=tv_series","721. Cowboy Bebop","1998–1999","TV-14","8.9 (136K)","The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.","https://m.media-amazon.com/images/M/MV5BZDEzMjlkNDgtZjhkNi00N2RlLWFhZTYtNDE5OTc2NjZkODJlXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UY207_CR6,0,140,207_.jpg"
"1708596369-772","https://www.imdb.com/search/title/?title_type=tv_series","722. Farscape","1999–2003","TV-14","8.3 (40K)","Thrown into a distant part of the universe, an Earth astronaut finds himself part of a fugitive alien starship crew.","https://m.media-amazon.com/images/M/MV5BNmUyM2MwMDktMjU1NC00YjIwLTljY2MtMTkzNmRjZDMxZDUwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-773","https://www.imdb.com/search/title/?title_type=tv_series","723. Batman","1966–1968","TV-G","7.5 (26K)","The Caped Crusader and his young ward battle evildoers in Gotham City.","https://m.media-amazon.com/images/M/MV5BYTc5NGZhNjktOTVhNi00NzBmLTk1MTgtMjEzNDI0OWYxYWVlXkEyXkFqcGdeQXVyMTEyNzgwMDUw._V1_QL75_UX140_CR0,2,140,207_.jpg"
"1708596369-774","https://www.imdb.com/search/title/?title_type=tv_series","724. Wentworth","2013–2021","TV-MA","8.6 (24K)","The confronting look into the lives of the inmates and prison staff of Wentworth Correctional Centre as they navigate the ups and downs of their lives in the prison system.","https://m.media-amazon.com/images/M/MV5BODk2NjQ5OGYtYTVlMi00ZWM2LTk4OGYtZjcwNjg1MzVjOGMxXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-775","https://www.imdb.com/search/title/?title_type=tv_series","725. Happy Days","1974–1984","TV-G","7.4 (21K)","The Cunningham family live through the 1950s with help and guidance from lovable and almost superhuman greaser Fonzie.","https://m.media-amazon.com/images/M/MV5BMzEzOGJhZGEtODA0Zi00NTZiLTkwYjgtNmVmZjk4MjBjNjdiXkEyXkFqcGdeQXVyNzY5MTE3OTQ@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-776","https://www.imdb.com/search/title/?title_type=tv_series","726. Castlevania","2017–2021","TV-MA","8.3 (79K)","A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.","https://m.media-amazon.com/images/M/MV5BMjAzMjU2MjYzMl5BMl5BanBnXkFtZTgwNTQ4Nzk1NjM@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-777","https://www.imdb.com/search/title/?title_type=tv_series","727. Gavin & Stacey","2007–2024","TV-14","8.2 (22K)","Gavin and Stacey have been continuing their romance on-line and by telephone for the last six months. Now they want to be together but will their friends and family let them?","https://m.media-amazon.com/images/M/MV5BMjBhZmZhMDQtM2RmYS00YTlmLTgyYWYtN2I5YTQ2NjRhMTRjXkEyXkFqcGdeQXVyMTI5OTk3NDY5._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-778","https://www.imdb.com/search/title/?title_type=tv_series","728. Payback","2023","","7.3 (3.5K)","When her husband is attacked, a woman becomes entangled in a police operation to topple a notorious crime lord.","https://m.media-amazon.com/images/M/MV5BNGNhYTgzNzEtNjQ4Yy00ODRmLThmNzctMDQ1OGY2M2QyMjAwXkEyXkFqcGdeQXVyNTU1MDgwNQ@@._V1_QL75_UY207_CR8,0,140,207_.jpg"
"1708596369-779","https://www.imdb.com/search/title/?title_type=tv_series","729. Family Law","2021–2024","TV-14","7.2 (2.1K)","This 10-episode, one-hour drama follows a group of flawed family members who reluctantly work together at their father's law firm in downtown Vancouver.","https://m.media-amazon.com/images/M/MV5BZDAzZGQ4YzAtMmM5ZC00NmQ4LWJkMjUtYjkxMzNmMWRhMTQ5XkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-780","https://www.imdb.com/search/title/?title_type=tv_series","730. The Last Ship","2014–2018","TV-14","7.4 (63K)","The crew of a naval destroyer is forced to confront the reality of a new existence when a pandemic kills off most of the earth's population.","https://m.media-amazon.com/images/M/MV5BMTQ5MTM5Mjc5NV5BMl5BanBnXkFtZTgwMTk2MzExOTE@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-781","https://www.imdb.com/search/title/?title_type=tv_series","731. The Afterparty","2022–2023","TV-MA","7.3 (21K)","When a high school reunion's afterparty ends in a death, everyone is a suspect. A detective grills the former classmates one by one, uncovering potential motives as each tells their version of the story - culminating in the shocking truth.","https://m.media-amazon.com/images/M/MV5BYzZlMmI3MGYtNmIwZi00OWM4LWFkYWUtNzNlMjhhM2Q1MmE0XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-782","https://www.imdb.com/search/title/?title_type=tv_series","732. Inspector Morse","1987–2000","TV-14","8.2 (14K)","Chief Inspector Morse has an ear for Western classical music, a taste for beer, and a nose for crime. He and Detective Sergeant Robert Lewis solve intriguing cases in and around the Oxford area.","https://m.media-amazon.com/images/M/MV5BMjRkNWFjNWEtNzhhNS00OTgzLWJhMmUtZWFiMTQxMmFlMDYzXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY207_CR4,0,140,207_.jpg"
"1708596369-783","https://www.imdb.com/search/title/?title_type=tv_series","733. Them","2021–","TV-MA","7.4 (23K)","A black family moves to an all-white Los Angeles neighborhood where malevolent forces, next door and otherworldly, threaten to taunt, ravage and destroy them.","https://m.media-amazon.com/images/M/MV5BN2VlN2VhZWUtNjJlYi00NjI1LTk5NGQtZTE0YzA2YjZiN2NlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-784","https://www.imdb.com/search/title/?title_type=tv_series","734. Eastbound & Down","2009–2013","TV-MA","8.2 (64K)","Many years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach Physical Education at his old middle school.","https://m.media-amazon.com/images/M/MV5BMjAwNDU2NTM4Nl5BMl5BanBnXkFtZTcwMzg0NTc4Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-785","https://www.imdb.com/search/title/?title_type=tv_series","735. The Young and the Restless","1973–","TV-PG","5.3 (6.8K)","Set in Genoa City, this is the long-running soap that tells the story of the struggle behind the business, and sex-savvy Abbott and Newman clans.","https://m.media-amazon.com/images/M/MV5BYjcwN2M5YmQtYjhkNy00Mzg5LWJiYmEtZWE0OTY1NWRlYWNhXkEyXkFqcGdeQXVyODMyMDQwNjI@._V1_QL75_UY207_CR2,0,140,207_.jpg"
"1708596369-786","https://www.imdb.com/search/title/?title_type=tv_series","736. The Wonder Years","1988–1993","TV-PG","8.4 (40K)","Kevin Arnold recalls growing up during the late 60s and early 70s; the turbulent social times make the transition from child to adult unusually interesting.","https://m.media-amazon.com/images/M/MV5BMWRhYjZjOTQtOGNiNC00MTQ0LWE2MTYtMTQxYzEwNDE3NjYyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY207_CR4,0,140,207_.jpg"
"1708596369-787","https://www.imdb.com/search/title/?title_type=tv_series","737. Trial & Retribution","1997–2009","TV-14","7.6 (1.1K)","The team of Det. Supt. Michael Walker, DI North, and DCI Connor follows each case from crime committed, through the pursuit of justice, to the law courts where the efforts of the force will be tested--sometimes to the breaking point.","https://m.media-amazon.com/images/M/MV5BMTM1NjIzOTg1M15BMl5BanBnXkFtZTcwNzQxMjU5Mg@@._V1_QL75_UY207_CR2,0,140,207_.jpg"
"1708596369-788","https://www.imdb.com/search/title/?title_type=tv_series","738. 8 Simple Rules","2002–2005","TV-PG","7.0 (27K)","The Hennessy clan -- mother Cate, daughters Bridget and Kerry, and son Rory -- look to one another for guidance and support after the death of Paul, the family patriarch. Cate's parents lend a hand.","https://m.media-amazon.com/images/M/MV5BMDRmODY3MTUtMWY2My00MzdlLWJkZmQtM2QxOTAyOWQzNzY3XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-789","https://www.imdb.com/search/title/?title_type=tv_series","739. Degrassi: The Next Generation","2001–2015","TV-PG","7.6 (15K)","The lives of the kids at Degrassi Community School dealing with the serious and sometimes taboo issues that plague teenagers.","https://m.media-amazon.com/images/M/MV5BMjYwZWRkOGEtZjZkYS00Y2NiLTliOWEtZDAwZmI5ZTM5NjNhXkEyXkFqcGdeQXVyMTkxODQ4MDg@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-790","https://www.imdb.com/search/title/?title_type=tv_series","740. Medium","2005–2011","TV-14","7.1 (31K)","Suburban mom Allison DuBois attempts to balance family life with solving mysteries using her special gift. The dead send her visions of their deaths or other crimes while she sleeps.","https://m.media-amazon.com/images/M/MV5BMTIyMTE3MTA2N15BMl5BanBnXkFtZTcwMjU3NTg1MQ@@._V1_QL75_UY207_CR8,0,140,207_.jpg"
"1708596369-791","https://www.imdb.com/search/title/?title_type=tv_series","741. Bewitched","1964–1972","TV-G","7.6 (24K)","A witch married to an ordinary man cannot resist using her magic powers to solve the problems her family faces.","https://m.media-amazon.com/images/M/MV5BMDU4YzI4MDAtOWRiZC00MDIzLTkyYzctMDMwYTZiOWZhOTg2XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-792","https://www.imdb.com/search/title/?title_type=tv_series","742. 90210","2008–2013","TV-14","6.2 (46K)","A Kansas family relocates to Beverly Hills, where their two children adapt to the infamous social drama of West Beverly Hills High.","https://m.media-amazon.com/images/M/MV5BMTMxNzE4OTE2OV5BMl5BanBnXkFtZTcwNDQxMTY4MQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-793","https://www.imdb.com/search/title/?title_type=tv_series","743. Ballers","2015–2019","TV-MA","7.8 (76K)","A series centered around a group of football players and their families, friends and handlers.","https://m.media-amazon.com/images/M/MV5BYzM5NDRkNzItN2FkZC00ZjQyLTlmYzctYmNiNTA4YzIxYTg2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-794","https://www.imdb.com/search/title/?title_type=tv_series","744. Dark Winds","2022–","TV-MA","7.7 (16K)","Follows Leaphorn and Chee, two Navajo police officers in the 1970s Southwest that are forced to challenge their own spiritual beliefs when they search for clues in a double murder case.","https://m.media-amazon.com/images/M/MV5BZGM5ZTU4NmQtZDg5ZC00YjdlLWJkNjMtZjJlNmJjNGI3MzRlXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UY207_CR0,0,140,207_.jpg"
"1708596369-795","https://www.imdb.com/search/title/?title_type=tv_series","745. Fresh Off the Boat","2015–2020","TV-PG","7.8 (28K)","A Taiwanese family makes their way in America during the 1990s.","https://m.media-amazon.com/images/M/MV5BYjA1NWQyNzYtZTlmNy00YjYzLWJlNDUtMjA5ZWY2YTM2M2ZlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-796","https://www.imdb.com/search/title/?title_type=tv_series","746. Bookie","2023–","TV-MA","7.4 (3.6K)","Follows a veteran bookie struggling to survive the impending legalization of sports gambling, increasingly unstable clients, family and co-workers.","https://m.media-amazon.com/images/M/MV5BODM3ZTIyNmUtMTBlNS00NjIwLTkwZjItYTcyMDAyN2VjZDBhXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-797","https://www.imdb.com/search/title/?title_type=tv_series","747. JAG","1995–2005","TV-14","6.7 (20K)","The cases of Harmon Rabb, former Navy fighter pilot, and his fellow lawyers of the U.S. Navy's Judge Advocate General's office.","https://m.media-amazon.com/images/M/MV5BYTQxYTUwNDYtMmYyMS00YTEzLWIxYmUtYTM3ZGNmNjdmNmE0XkEyXkFqcGdeQXVyNzgwMTU0MDE@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-798","https://www.imdb.com/search/title/?title_type=tv_series","748. The A-Team","1983–1987","TV-PG","7.5 (41K)","Four Vietnam vets, framed for a crime they didn't commit, help the innocent while on the run from the military.","https://m.media-amazon.com/images/M/MV5BMjRjNmJjNzctOWNhMC00ZTdhLWExNDMtZTZiYjlmOWFlZDI5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
"1708596369-799","https://www.imdb.com/search/title/?title_type=tv_series","749. Winning Time: The Rise of the Lakers Dynasty","2022–2023","TV-MA","8.3 (29K)","The professional and personal lives of the 1980s Los Angeles Lakers, one of sports' most revered and dominant dynasties - a team that defined an era, both on and off the court.","https://m.media-amazon.com/images/M/MV5BY2JmMWVjZGQtMTNlZC00MjM5LTg0NGUtMTQ2NTEwMTdlNWQ1XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-800","https://www.imdb.com/search/title/?title_type=tv_series","750. Ground Floor","2013–2015","TV-14","7.2 (5.5K)","A comedy about a young successful banker who falls for a woman who works in his building's maintenance department.","https://m.media-amazon.com/images/M/MV5BMTUzNjA3MDI4MV5BMl5BanBnXkFtZTgwODQzMzc1MDE@._V1_QL75_UY207_CR2,0,140,207_.jpg"
"1708596369-801","https://www.imdb.com/search/title/?title_type=tv_series","751. Late Bloomer","2024–","","8.3 (470)","Inspired by Raina's life as a Punjabi Sikh millennial and online celebrity, the show follows burgeoning content creator Jasmeet Dutta as he tries to balance his ambitions for success with his commitment to family, community and culture.","https://m.media-amazon.com/images/M/MV5BZWIzNWI4NGYtZDA4My00YjU4LWJiMzQtMTAzZTBiYmRhYTU4XkEyXkFqcGdeQXVyMTc2MjA5ODQ4._V1_QL75_UY207_CR18,0,140,207_.jpg"
"1708596369-802","https://www.imdb.com/search/title/?title_type=tv_series","752. Jonathan Creek","1997–2016","TV-MA","8.1 (8.9K)","Jonathan Creek, a magician with a natural ability for solving puzzles, works from his home in a converted windmill. He uses his abilities to solve impossible crimes and mysterious murders.","https://m.media-amazon.com/images/M/MV5BNmY0NGViYTEtNzFjNy00ZjkyLWIwNjYtY2I4Zjc3Y2I2ZGZlXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY207_CR7,0,140,207_.jpg"
"1708596369-803","https://www.imdb.com/search/title/?title_type=tv_series","753. Impractical Jokers","2011–","TV-14","8.6 (45K)","Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.","https://m.media-amazon.com/images/M/MV5BZjhlYTllNzgtOTQ5Ni00MTI1LWJmZjktOTc2NTZkYWVlYjllXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-804","https://www.imdb.com/search/title/?title_type=tv_series","754. Sweet Tooth","2021–","TV-14","7.7 (66K)","A boy who is half human and half deer survives in a post-apocalyptic world with other hybrids.","https://m.media-amazon.com/images/M/MV5BNzE0MGIzMzctMWFjOS00ZTViLTllODYtZDIzODkyYmEwYmZhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-805","https://www.imdb.com/search/title/?title_type=tv_series","755. Detective Forst","2024–","TV-MA","5.5 (2.7K)","Tatra Mountains will become an arena of brutal murder. The investigation is carried out by a cynical but effective policeman, Wiktor Forst.","https://m.media-amazon.com/images/M/MV5BZmUzZDg4NTUtNjhkNC00ZDI3LTkxZDYtODUzOWI2ZTY1M2U2XkEyXkFqcGdeQXVyMTEwMTY3NDI@._V1_QL75_UX140_CR0,13,140,207_.jpg"
"1708596369-806","https://www.imdb.com/search/title/?title_type=tv_series","756. Sight Unseen","2024–","","5.6 (303)","Former homicide detective Tess Avery, diagnosed as blind, teams up with Sunny Patel, a remote seeing-eye guide and agoraphobe, to bring down killers who elude the police in this high-stakes detective thriller.","https://m.media-amazon.com/images/M/MV5BMjI2MzFhM2ItYTZlMi00ZDc2LTk3MjMtMjk0ZmU4YmQzOTVmXkEyXkFqcGdeQXVyMjYxMzE3Njk@._V1_QL75_UY207_CR44,0,140,207_.jpg"
"1708596369-807","https://www.imdb.com/search/title/?title_type=tv_series","757. Crash Landing on You","2019–2020","TV-14","8.7 (40K)","The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.","https://m.media-amazon.com/images/M/MV5BMzRiZWUyN2YtNDI4YS00NTg2LTg0OTgtMGI2ZjU4ODQ4Yjk3XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"1708596369-808","https://www.imdb.com/search/title/?title_type=tv_series","758. Primal","2019–","TV-MA","8.7 (20K)","A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.","https://m.media-amazon.com/images/M/MV5BNDI3ODE5MDEtNDMzNi00YmNmLTg5YTktMjdiODI5MGM2M2NjXkEyXkFqcGdeQXVyNzE5MTcxMTI@._V1_QL75_UX140_CR0,1,140,207_.jpg"
